,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,goals_conceded,minutes,goals_conceded_per_game,points_per_game,total_minutes
123,2016-17,Tom Heaton,GK,61,0.28813559322033894,1,Arsenal,328299,2,46,True,7,0.0,0.2949152542372881,,24035,7201,1,90,1.3333333333333333,4.666666666666667,541
124,2016-17,Sergio Romero,GK,65,0.0,14,Stoke,4922,0,48,True,7,0.0,0.0,,36,180,0,0,0.0,0.0,0
125,2016-17,Paulo Gazzaniga,GK,64,0.0,8,Leicester,295,0,45,False,7,0.0,0.0,,2,5,0,0,0.0,0.0,0
126,2016-17,Nick Pope,GK,61,0.0,1,Arsenal,83750,0,40,True,7,0.0,0.0,,687,1889,0,0,0.0,0.0,0
127,2016-17,Lukasz Fabianski,GK,67,0.3559322033898305,9,Liverpool,224490,2,51,True,7,0.0,0.36271186440677966,,5475,9229,2,90,1.6666666666666667,4.166666666666667,542
128,2016-17,Lee Grant,GK,65,1.0,11,Man Utd,8564,5,40,False,7,0.0,1.0,,4546,512,1,90,0.0,2.0,0
129,2016-17,Kasper Schmeichel,GK,64,0.6440677966101694,13,Southampton,371955,9,50,True,7,0.0,0.6440677966101694,,1167,27561,0,90,1.656441717791411,3.25,326
130,2016-17,Joe Hart,GK,68,0.0,17,Spurs,56118,0,53,False,7,0.0,0.0,,19,3752,0,0,0.0,0.0,0
131,2016-17,Wayne Hennessey,GK,62,0.0,6,Everton,110834,0,45,False,7,0.0,0.0,,174,8831,0,0,1.0,2.5,180
132,2016-17,Hugo Lloris,GK,68,0.6949152542372881,10,Man City,207540,9,54,True,7,0.0,0.7016949152542372,,9845,8032,0,90,0.5921052631578947,4.0,304
133,2016-17,Fraser Forster,GK,64,0.11864406779661016,8,Leicester,163643,6,50,False,7,0.0,0.11186440677966102,,8273,4530,0,90,1.0,3.8,540
134,2016-17,Eldin Jakupovic,GK,63,0.0,4,Chelsea,935985,0,42,True,7,0.0,0.0,,25459,20534,0,0,1.4,4.6,450
135,2016-17,David de Gea,GK,65,0.423728813559322,14,Stoke,1692792,3,55,True,7,0.0,0.4203389830508475,,12586,47949,1,90,1.1666666666666667,3.1666666666666665,541
136,2016-17,Darren Randolph,GK,70,0.0,12,Middlesbrough,22506,0,44,True,7,0.0,0.0,,102,682,0,0,0.0,0.0,0
137,2016-17,Claudio Bravo,GK,68,0.983050847457627,17,Spurs,82718,11,55,False,7,0.0,0.9830508474576272,,8292,6164,2,90,0.0,3.6666666666666665,0
138,2016-17,Ben Foster,GK,66,0.1864406779661017,15,Sunderland,668436,2,47,False,7,0.0,0.1864406779661017,,17379,15217,1,90,1.0,4.166666666666667,541
139,2016-17,Alex McCarthy,GK,64,0.0,8,Leicester,7990,0,44,False,7,0.0,0.0,,51,279,0,0,0.0,0.0,0
140,2016-17,Adrián San Miguel del Castillo,GK,70,0.3559322033898305,12,Middlesbrough,120676,2,50,True,7,1.0,0.19322033898305085,,1263,7104,1,90,2.6666666666666665,3.4,541
141,2016-17,Jack Butland,GK,65,0.0,11,Man Utd,66069,0,48,False,7,0.0,0.0,,58,6035,0,0,0.0,0.0,0
142,2016-17,Jordan Pickford,GK,79,0.3424657534246575,14,Stoke,480663,2,40,False,8,0.0,0.3469945355191256,,40382,6005,2,90,0.0,3.6,0
