,season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
5998,2016-17,Odion Ighalo,FWD,,0,0,0,0,0,426,349,0,0,0,0,2017-05-01T19:00:00Z,0,9,Liverpool,0,0,0,0,35,0,109619,1,0,0,0,-226,17,243,68,TRUE,0,35
6001,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,343,0,0,0,0,2017-04-30T11:00:00Z,0,11,Man Utd,0,0,0,0,35,0,3637,1,1,0,0,-21,22,43,45,FALSE,0,35
6002,2016-17,Olivier Giroud,FWD,,0,0,3,0,13.4,25,348,2,0,4.2,6,2017-04-30T15:30:00Z,80,17,Spurs,0,0,0,0,35,0,110237,0,2,23,1,-1594,3757,5351,80,FALSE,1,35
6004,2016-17,Patrick Bamford,FWD,,0,0,0,0,0,553,344,0,0,0,0,2017-04-30T13:05:00Z,0,10,Man City,0,0,0,0,35,0,2726,2,2,0,0,-36,32,68,49,TRUE,0,35
6014,2016-17,Rhian Brewster,FWD,,0,0,0,0,0,666,349,0,0,0,0,2017-05-01T19:00:00Z,0,18,Watford,0,0,0,0,35,0,68,1,0,0,0,44,52,8,45,FALSE,0,35
6018,2016-17,Roberto Firmino,FWD,,0,0,9,1,14.6,209,349,0,0,2.3,4.6,2017-05-01T19:00:00Z,90,18,Watford,0,0,0,0,35,0,604262,1,0,4,3,635,23892,23257,87,FALSE,0,35
6021,2016-17,Romelu Lukaku,FWD,,0,0,0,0,17.9,143,342,3,0,7.7,0,2017-04-30T13:05:00Z,90,4,Chelsea,0,0,0,0,35,0,1971442,3,0,61,2,-123330,20614,143944,104,TRUE,0,35
6027,2016-17,Salomón Rondón,FWD,,0,0,-2,0,2.3,449,350,1,0,5.5,0,2017-04-29T14:00:00Z,90,8,Leicester,0,0,0,0,35,0,190105,1,0,56,2,-2676,2503,5179,63,TRUE,0,35
6033,2016-17,Sergio Agüero,FWD,,1,3,49,0,42.4,239,344,2,1,17.2,56.2,2017-04-30T13:05:00Z,90,12,Middlesbrough,0,0,0,0,35,0,1018186,2,2,73,12,30488,54240,23752,128,FALSE,0,35
6035,2016-17,Shane Long,FWD,,0,0,4,0,11.7,313,345,0,0,1.9,3,2017-04-29T14:00:00Z,32,7,Hull,0,0,0,0,35,0,134015,0,0,4,1,175,1551,1376,61,TRUE,0,35
6045,2016-17,Troy Deeney,FWD,,0,0,3,0,13.6,425,349,1,0,3.4,2.6,2017-05-01T19:00:00Z,90,9,Liverpool,0,0,0,0,35,0,253573,1,0,18,2,-23548,5207,28755,67,TRUE,0,35
6078,2016-17,Andre Gray,FWD,,0,0,-1,0,0.8,68,353,0,0,0.2,0,2017-05-06T14:00:00Z,12,19,West Brom,0,0,0,0,36,0,191484,2,2,4,1,9256,13120,3864,60,TRUE,0,36
6080,2016-17,Andy Carroll,FWD,,0,0,0,0,0,468,360,0,0,0,0,2017-05-05T19:00:00Z,0,17,Spurs,0,0,0,0,36,0,97803,0,1,0,0,-7621,216,7837,60,TRUE,0,36
6083,2016-17,Anthony Martial,FWD,,0,0,3,0,7.8,267,351,2,0,4.2,7,2017-05-07T15:00:00Z,90,1,Arsenal,0,0,0,0,36,0,112723,0,2,27,2,-3204,1025,4229,92,FALSE,0,36
6085,2016-17,Ashley Barnes,FWD,,1,0,20,0,27.8,70,353,2,0,7.8,25.2,2017-05-06T14:00:00Z,78,19,West Brom,0,0,0,0,36,0,173702,2,2,25,4,31585,37964,6379,45,TRUE,1,36
6086,2016-17,Ashley Fletcher,FWD,,0,0,0,0,0.3,535,360,0,0,2.1,3.2,2017-05-05T19:00:00Z,2,17,Spurs,0,0,0,0,36,0,6666,0,1,17,1,-2,74,76,50,TRUE,0,36
6098,2016-17,Callum Wilson,FWD,,0,0,0,0,0,49,352,0,0,0,0,2017-05-06T14:00:00Z,0,14,Stoke,0,0,0,0,36,0,52013,2,2,0,0,-217,52,269,60,TRUE,0,36
6101,2016-17,Charlie Austin,FWD,,0,0,0,0,0,314,357,0,0,0,0,2017-05-07T12:30:00Z,0,9,Liverpool,0,0,0,0,36,0,79698,0,0,0,0,-222,112,334,63,FALSE,0,36
6102,2016-17,Charlie Austin,FWD,,0,0,0,0,0,314,257,0,0,0,0,2017-05-10T18:45:00Z,0,1,Arsenal,0,0,0,0,36,0,79698,2,0,0,0,-222,112,334,63,TRUE,0,36
6104,2016-17,Christian Benteke,FWD,,0,0,3,0,3.3,213,358,5,0,2.2,0,2017-05-06T11:30:00Z,90,10,Man City,0,0,0,0,36,0,498219,0,5,19,2,-111358,18960,130318,73,FALSE,0,36
6111,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,358,0,0,0,0,2017-05-06T11:30:00Z,0,10,Man City,0,0,0,0,36,0,11932,0,5,0,0,-19,12,31,55,FALSE,0,36
6119,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,357,0,0,0,0,2017-05-07T12:30:00Z,0,13,Southampton,0,0,0,0,36,0,10048,0,0,0,0,-9,18,27,54,TRUE,0,36
6121,2016-17,Danny Welbeck,FWD,,0,0,27,1,2.6,26,351,0,1,11.6,38.2,2017-05-07T15:00:00Z,83,11,Man Utd,0,0,0,0,36,0,17602,0,2,75,6,4860,5650,790,73,TRUE,0,36
6122,2016-17,Danny Welbeck,FWD,,0,0,5,1,1.1,26,257,0,0,3.2,0,2017-05-10T18:45:00Z,79,13,Southampton,0,0,0,0,36,0,17602,2,0,32,2,4860,5650,790,73,FALSE,0,36
6130,2016-17,Divock Origi,FWD,,0,0,1,1,3.3,217,357,0,0,0.9,0,2017-05-07T12:30:00Z,68,13,Southampton,0,0,0,0,36,0,212045,0,0,8,2,-9336,9705,19041,60,TRUE,0,36
6132,2016-17,Dominic Calvert-Lewin,FWD,,0,0,2,0,3.7,595,359,1,0,0.6,1.4,2017-05-06T16:30:00Z,45,16,Swansea,0,0,0,0,36,0,3389,0,1,1,1,193,412,219,45,FALSE,0,36
6143,2016-17,Gabriel Fernando de Jesus,FWD,,1,0,24,1,20.1,625,358,0,0,9.6,24,2017-05-06T11:30:00Z,83,5,Crystal Palace,0,0,0,0,36,0,296512,0,5,52,5,225901,228271,2370,88,TRUE,0,36
6149,2016-17,Hal Robson-Kanu,FWD,,0,0,0,0,0,571,353,0,0,0,0,2017-05-06T14:00:00Z,0,3,Burnley,0,0,0,0,36,0,12982,2,2,0,0,-1211,81,1292,50,FALSE,0,36
6152,2016-17,Harry Kane,FWD,,0,0,2,0,2.7,403,360,1,0,3.6,6,2017-05-05T19:00:00Z,90,20,West Ham,0,0,0,0,36,0,881262,0,1,27,2,78890,92235,13345,117,FALSE,0,36
6163,2016-17,Islam Slimani,FWD,,0,0,5,0,11,567,356,0,0,1.7,1.8,2017-05-06T14:00:00Z,28,18,Watford,0,0,0,0,36,0,27339,0,3,4,1,-38,285,323,82,TRUE,0,36
6177,2016-17,Jamie Vardy,FWD,,2,0,25,1,16.7,184,356,0,0,8.2,31.2,2017-05-06T14:00:00Z,90,18,Watford,0,0,0,0,36,0,637113,0,3,34,8,22803,40427,17624,99,TRUE,0,36
6180,2016-17,Jay Rodriguez,FWD,,0,0,0,0,0,311,357,0,0,0,0,2017-05-07T12:30:00Z,0,9,Liverpool,0,0,0,0,36,0,11782,0,0,0,0,-19,128,147,59,FALSE,0,36
6181,2016-17,Jay Rodriguez,FWD,,0,0,4,0,10.3,311,257,1,0,1.3,2.4,2017-05-10T18:45:00Z,11,1,Arsenal,0,0,0,0,36,0,11782,2,0,0,1,-19,128,147,59,TRUE,0,36
6193,2016-17,Jordan Ayew,FWD,,1,0,22,1,24.9,642,359,0,0,5.5,26.2,2017-05-06T16:30:00Z,90,6,Everton,0,0,0,0,36,0,15256,0,1,4,5,5492,6587,1095,50,TRUE,0,36
6197,2016-17,Joshua King,FWD,,1,0,9,0,18.8,48,352,2,0,3.1,0,2017-05-06T14:00:00Z,90,14,Stoke,0,0,0,0,36,0,891354,2,2,13,5,74777,89929,15152,62,TRUE,0,36
6198,2016-17,Josh Maja,FWD,,0,0,0,0,0,613,355,0,0,0,0,2017-05-06T14:00:00Z,0,7,Hull,0,0,0,0,36,0,2275,2,0,0,0,42,104,62,45,FALSE,0,36
6202,2016-17,Kelechi Iheanacho,FWD,,0,0,3,0,0.3,241,358,0,0,0,0,2017-05-06T11:30:00Z,7,5,Crystal Palace,0,0,0,0,36,0,101093,0,5,0,1,-88,517,605,60,TRUE,0,36
6214,2016-17,Lys Mousset,FWD,,0,0,-8,0,2.3,53,352,1,0,0.4,0,2017-05-06T14:00:00Z,57,14,Stoke,1,0,0,0,36,0,2727,2,2,12,-1,64,92,28,51,TRUE,0,36
6224,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,356,0,0,0,0,2017-05-06T14:00:00Z,0,8,Leicester,0,0,0,0,36,0,12972,0,3,0,0,-29,7,36,45,FALSE,0,36
6234,2016-17,Michail Antonio,FWD,,0,0,0,0,0,464,360,0,0,0,0,2017-05-05T19:00:00Z,0,17,Spurs,0,0,0,0,36,0,245814,0,1,0,0,-4458,87,4545,67,TRUE,0,36
6235,2016-17,Michy Batshuayi,FWD,,0,0,0,0,0,96,354,0,0,0,0,2017-05-08T19:00:00Z,0,12,Middlesbrough,0,0,0,0,36,0,39732,0,3,0,0,-39,19,58,84,TRUE,0,36
6248,2016-17,Odion Ighalo,FWD,,0,0,0,0,0,426,356,0,0,0,0,2017-05-06T14:00:00Z,0,8,Leicester,0,0,0,0,36,0,109432,0,3,0,0,-200,22,222,68,FALSE,0,36
6251,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,359,0,0,0,0,2017-05-06T16:30:00Z,0,6,Everton,0,0,0,0,36,0,3629,0,1,0,0,-13,32,45,45,TRUE,0,36
6252,2016-17,Olivier Giroud,FWD,,0,0,5,0,1.3,25,351,0,0,0.3,2,2017-05-07T15:00:00Z,7,11,Man Utd,0,0,0,0,36,0,143493,0,2,0,1,32940,36391,3451,80,TRUE,0,36
6253,2016-17,Olivier Giroud,FWD,,0,1,27,0,1.5,25,257,0,1,7,33.2,2017-05-10T18:45:00Z,11,13,Southampton,0,0,0,0,36,0,143493,2,0,35,6,32940,36391,3451,80,FALSE,0,36
6256,2016-17,Patrick Bamford,FWD,,0,0,-1,0,3,553,354,1,0,0.5,0,2017-05-08T19:00:00Z,34,4,Chelsea,0,0,0,0,36,0,2726,0,3,2,0,-18,42,60,49,FALSE,1,36
6268,2016-17,Rhian Brewster,FWD,,0,0,0,0,0,666,357,0,0,0,0,2017-05-07T12:30:00Z,0,13,Southampton,0,0,0,0,36,0,129,0,0,0,0,39,61,22,45,TRUE,0,36
6272,2016-17,Roberto Firmino,FWD,,0,0,6,1,8.9,209,357,0,0,4.8,14.4,2017-05-07T12:30:00Z,90,13,Southampton,0,0,0,0,36,0,571569,0,0,25,3,-33359,17163,50522,87,TRUE,0,36
6276,2016-17,Romelu Lukaku,FWD,,0,0,2,0,5.9,143,359,1,0,5.5,5.2,2017-05-06T16:30:00Z,90,16,Swansea,0,0,0,0,36,0,1840219,0,1,44,2,-133337,20119,153456,103,FALSE,0,36
6283,2016-17,Salomón Rondón,FWD,,0,2,29,0,9.8,449,353,2,1,11.7,36.4,2017-05-06T14:00:00Z,90,3,Burnley,0,0,0,0,36,0,188934,2,2,71,8,-1259,2934,4193,63,FALSE,0,36
6289,2016-17,Sergio Agüero,FWD,,0,0,0,0,0,239,358,0,0,0,0,2017-05-06T11:30:00Z,0,5,Crystal Palace,0,0,0,0,36,0,871781,0,5,0,0,-146886,7464,154350,128,TRUE,0,36
6291,2016-17,Shane Long,FWD,,0,0,4,0,2.9,313,357,0,0,1.2,7.4,2017-05-07T12:30:00Z,22,9,Liverpool,0,0,0,0,36,0,138781,0,0,2,1,4705,5862,1157,61,FALSE,0,36
6292,2016-17,Shane Long,FWD,,0,0,0,0,0.3,313,257,1,0,0.5,0,2017-05-10T18:45:00Z,21,1,Arsenal,0,0,0,0,36,0,138781,2,0,6,1,4705,5862,1157,61,TRUE,0,36
6305,2016-17,Troy Deeney,FWD,,0,0,1,0,3.6,425,356,1,0,1,2.6,2017-05-06T14:00:00Z,24,8,Leicester,0,0,0,0,36,0,246246,0,3,4,1,-7559,8750,16309,67,FALSE,0,36
6341,2016-17,Andre Gray,FWD,,0,0,2,0,11.6,68,361,1,0,1.6,4.4,2017-05-13T14:00:00Z,45,2,Bournemouth,0,0,0,0,37,0,182342,1,2,0,1,-9241,1566,10807,60,FALSE,0,37
6343,2016-17,Andy Carroll,FWD,,0,0,0,0,0,468,370,0,0,0,0,2017-05-14T13:15:00Z,0,9,Liverpool,0,0,0,0,37,0,93162,4,0,0,0,-4676,196,4872,59,TRUE,0,37
6347,2016-17,Anthony Martial,FWD,,1,0,12,0,21.9,267,368,2,0,5.2,18.6,2017-05-14T15:30:00Z,90,17,Spurs,0,0,0,0,37,0,112185,1,2,11,5,-642,1170,1812,92,FALSE,0,37
6348,2016-17,Anthony Martial,FWD,,0,0,11,1,30.3,267,279,0,0,3.7,4.6,2017-05-17T18:45:00Z,90,13,Southampton,0,0,0,0,37,0,112185,0,0,2,3,-642,1170,1812,92,FALSE,0,37
6350,2016-17,Ashley Barnes,FWD,,0,0,7,0,22.8,70,361,1,0,4.6,10.8,2017-05-13T14:00:00Z,45,2,Bournemouth,0,0,0,0,37,0,187775,1,2,12,1,13735,24121,10386,46,FALSE,0,37
6351,2016-17,Ashley Fletcher,FWD,,0,0,4,0,5.7,535,370,3,0,3.2,5.2,2017-05-14T13:15:00Z,36,9,Liverpool,0,0,0,0,37,0,6709,4,0,21,1,25,90,65,50,TRUE,0,37
6370,2016-17,Callum Wilson,FWD,,0,0,0,0,0,49,361,0,0,0,0,2017-05-13T14:00:00Z,0,3,Burnley,0,0,0,0,37,0,51844,1,2,0,0,-186,75,261,60,TRUE,0,37
6374,2016-17,Charlie Austin,FWD,,0,0,4,0,0.1,314,365,0,0,0.4,4.2,2017-05-13T14:00:00Z,4,12,Middlesbrough,0,0,0,0,37,0,79707,2,1,0,1,-1,323,324,63,FALSE,0,37
6375,2016-17,Charlie Austin,FWD,,0,0,0,0,0,314,279,0,0,0,0,2017-05-17T18:45:00Z,0,11,Man Utd,0,0,0,0,37,0,79707,0,0,0,0,-1,323,324,63,TRUE,0,37
6377,2016-17,Christian Benteke,FWD,,0,1,28,1,13.3,213,362,0,1,10.6,37.4,2017-05-14T11:00:00Z,90,7,Hull,0,0,0,0,37,0,426829,0,4,55,7,-72151,14260,86411,72,TRUE,0,37
6389,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,362,0,0,0,0,2017-05-14T11:00:00Z,0,7,Hull,0,0,0,0,37,0,11924,0,4,0,0,-13,21,34,55,TRUE,0,37
6401,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,370,0,0,0,0,2017-05-14T13:15:00Z,0,20,West Ham,0,0,0,0,37,0,10043,4,0,0,0,-14,22,36,54,FALSE,0,37
6404,2016-17,Danny Welbeck,FWD,,0,0,3,0,1.4,26,366,0,0,0.2,0.4,2017-05-13T16:30:00Z,8,14,Stoke,0,0,0,0,37,0,50896,4,1,0,1,33023,34326,1303,73,FALSE,0,37
6405,2016-17,Danny Welbeck,FWD,,0,0,0,0,3.3,26,331,0,0,3.3,0.2,2017-05-16T18:45:00Z,22,15,Sunderland,0,0,0,0,37,0,50896,0,2,29,1,33023,34326,1303,73,TRUE,0,37
6417,2016-17,Divock Origi,FWD,,0,0,24,1,4.9,217,370,0,1,9.5,32.2,2017-05-14T13:15:00Z,90,20,West Ham,0,0,0,0,37,0,191079,4,0,58,6,-21184,3519,24703,59,FALSE,0,37
6419,2016-17,Dominic Calvert-Lewin,FWD,,0,0,0,0,0,595,363,0,0,0,0,2017-05-12T18:45:00Z,0,18,Watford,0,0,0,0,37,0,3333,0,1,0,0,-68,315,383,45,TRUE,0,37
6435,2016-17,Gabriel Fernando de Jesus,FWD,,0,2,33,0,19.7,625,364,1,1,7.6,35.2,2017-05-13T11:30:00Z,90,8,Leicester,0,0,0,0,37,0,511476,1,2,21,8,213513,217113,3600,89,TRUE,0,37
6436,2016-17,Gabriel Fernando de Jesus,FWD,,1,2,44,0,31.3,625,338,1,1,19.8,64.4,2017-05-16T19:00:00Z,90,19,West Brom,0,0,0,0,37,0,511476,1,3,102,11,213513,217113,3600,89,TRUE,0,37
6443,2016-17,Hal Robson-Kanu,FWD,,0,0,0,0,0,571,369,0,0,0,0,2017-05-12T19:00:00Z,0,4,Chelsea,0,0,0,0,37,0,12279,1,0,0,0,-712,82,794,50,TRUE,0,37
6444,2016-17,Hal Robson-Kanu,FWD,,0,0,26,0,0.2,571,338,0,1,5.4,37,2017-05-16T19:00:00Z,20,10,Man City,0,0,0,0,37,0,12279,1,3,17,5,-712,82,794,50,FALSE,0,37
6447,2016-17,Harry Kane,FWD,,0,1,27,0,25.3,403,368,1,1,12.4,34.4,2017-05-14T15:30:00Z,90,11,Man Utd,0,0,0,0,37,0,896201,1,2,64,7,13869,50546,36677,117,TRUE,0,37
6448,2016-17,Harry Kane,FWD,,1,3,114,0,29.2,403,336,1,4,31.1,157.8,2017-05-18T18:45:00Z,90,8,Leicester,0,0,0,0,37,0,896201,6,1,124,24,13869,50546,36677,117,FALSE,0,37
6463,2016-17,Islam Slimani,FWD,,0,0,1,0,2.2,567,364,0,0,0.8,1.4,2017-05-13T11:30:00Z,18,10,Man City,0,0,0,0,37,0,27365,1,2,4,1,-43,284,327,82,FALSE,0,37
6464,2016-17,Islam Slimani,FWD,,0,0,1,0,1.6,567,336,4,0,2.6,1.6,2017-05-18T18:45:00Z,45,17,Spurs,0,0,0,0,37,0,27365,6,1,23,1,-43,284,327,82,TRUE,0,37
6479,2016-17,Jamie Vardy,FWD,,0,0,5,0,14.4,184,364,2,0,7.7,7.2,2017-05-13T11:30:00Z,90,10,Man City,0,0,0,0,37,0,640248,1,2,55,2,1954,34347,32393,99,FALSE,0,37
6480,2016-17,Jamie Vardy,FWD,,0,0,4,0,10.5,184,336,4,0,3.1,1,2017-05-18T18:45:00Z,77,17,Spurs,0,0,0,0,37,0,640248,6,1,19,2,1954,34347,32393,99,TRUE,0,37
6484,2016-17,Jay Rodriguez,FWD,,1,3,35,0,25.4,311,365,1,1,9.9,47,2017-05-13T14:00:00Z,90,12,Middlesbrough,0,0,0,0,37,0,11681,2,1,27,13,-106,66,172,59,FALSE,0,37
6485,2016-17,Jay Rodriguez,FWD,,0,0,1,0,0.8,311,279,0,0,0.3,0,2017-05-17T18:45:00Z,29,11,Man Utd,0,0,0,0,37,0,11681,0,0,4,1,-106,66,172,59,TRUE,0,37
6502,2016-17,Jordan Ayew,FWD,,0,0,4,1,4.4,642,367,0,0,1.9,6.4,2017-05-13T14:00:00Z,90,15,Sunderland,0,0,0,0,37,0,22376,2,0,8,2,6959,8550,1591,50,FALSE,0,37
6507,2016-17,Joshua King,FWD,,0,2,26,0,22.8,48,361,1,1,16.9,44.8,2017-05-13T14:00:00Z,90,3,Burnley,0,0,0,0,37,0,856143,1,2,101,9,-36775,27113,63888,62,TRUE,0,37
6508,2016-17,Josh Maja,FWD,,0,0,0,0,0,613,367,0,0,0,0,2017-05-13T14:00:00Z,0,16,Swansea,0,0,0,0,37,0,2412,2,0,0,0,116,212,96,45,TRUE,0,37
6509,2016-17,Josh Maja,FWD,,0,0,0,0,0,613,331,0,0,0,0,2017-05-16T18:45:00Z,0,1,Arsenal,0,0,0,0,37,0,2412,0,2,0,0,116,212,96,45,FALSE,0,37
6515,2016-17,Kelechi Iheanacho,FWD,,0,0,0,0,0,241,364,0,0,0,0,2017-05-13T11:30:00Z,0,8,Leicester,0,0,0,0,37,0,102417,1,2,0,0,1254,1893,639,60,TRUE,0,37
6516,2016-17,Kelechi Iheanacho,FWD,,0,0,0,0,0,241,338,0,0,0,0,2017-05-16T19:00:00Z,0,19,West Brom,0,0,0,0,37,0,102417,1,3,0,0,1254,1893,639,60,TRUE,0,37
6533,2016-17,Lys Mousset,FWD,,0,0,7,1,1,53,361,0,0,2.8,6.2,2017-05-13T14:00:00Z,65,3,Burnley,0,0,0,0,37,0,2811,1,2,21,2,65,113,48,51,TRUE,0,37
6547,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,363,0,0,0,0,2017-05-12T18:45:00Z,0,6,Everton,0,0,0,0,37,0,12940,0,1,0,0,-32,8,40,45,FALSE,0,37
6548,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,273,0,0,0,0,2017-05-15T19:00:00Z,0,4,Chelsea,0,0,0,0,37,0,12940,3,4,0,0,-32,8,40,45,FALSE,0,37
6559,2016-17,Michail Antonio,FWD,,0,0,0,0,0,464,370,0,0,0,0,2017-05-14T13:15:00Z,0,9,Liverpool,0,0,0,0,37,0,242310,4,0,0,0,-3521,87,3608,67,TRUE,0,37
6560,2016-17,Michy Batshuayi,FWD,,0,0,25,0,1.1,96,369,0,1,6.4,30.2,2017-05-12T19:00:00Z,15,19,West Brom,0,0,0,0,37,0,39724,1,0,33,5,-20,49,69,84,FALSE,0,37
6561,2016-17,Michy Batshuayi,FWD,,0,0,27,0,12.7,96,273,3,1,14.2,38,2017-05-15T19:00:00Z,83,18,Watford,0,0,0,0,37,0,39724,3,4,91,6,-20,49,69,84,TRUE,0,37
6581,2016-17,Odion Ighalo,FWD,,0,0,0,0,0,426,363,0,0,0,0,2017-05-12T18:45:00Z,0,6,Everton,0,0,0,0,37,0,109257,0,1,0,0,-178,22,200,68,FALSE,0,37
6582,2016-17,Odion Ighalo,FWD,,0,0,0,0,0,426,273,0,0,0,0,2017-05-15T19:00:00Z,0,4,Chelsea,0,0,0,0,37,0,109257,3,4,0,0,-178,22,200,68,FALSE,0,37
6587,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,367,0,0,0,0,2017-05-13T14:00:00Z,0,15,Sunderland,0,0,0,0,37,0,3631,2,0,0,0,-1,46,47,45,FALSE,0,37
6588,2016-17,Olivier Giroud,FWD,,0,3,56,0,29.6,25,366,1,2,17.1,71.2,2017-05-13T16:30:00Z,83,14,Stoke,0,0,0,0,37,0,150571,4,1,70,13,6817,17964,11147,80,FALSE,0,37
6589,2016-17,Olivier Giroud,FWD,,1,0,12,1,42.8,25,331,0,0,13.1,12.2,2017-05-16T18:45:00Z,84,15,Sunderland,0,0,0,0,37,0,150571,0,2,76,5,6817,17964,11147,80,TRUE,0,37
6592,2016-17,Patrick Bamford,FWD,,0,2,26,0,14.4,553,365,2,1,13.6,37.6,2017-05-13T14:00:00Z,90,13,Southampton,0,0,0,0,37,0,2742,2,1,84,8,2,71,69,49,TRUE,0,37
6608,2016-17,Rhian Brewster,FWD,,0,0,0,0,0,666,370,0,0,0,0,2017-05-14T13:15:00Z,0,20,West Ham,0,0,0,0,37,0,226,4,0,0,0,66,97,31,45,FALSE,0,37
6614,2016-17,Roberto Firmino,FWD,,0,0,0,0,0,209,370,0,0,0,0,2017-05-14T13:15:00Z,0,20,West Ham,0,0,0,0,37,0,474642,4,0,0,0,-97334,4423,101757,86,FALSE,0,37
6618,2016-17,Romelu Lukaku,FWD,,0,0,7,1,13,143,363,0,0,5.1,9.6,2017-05-12T18:45:00Z,90,18,Watford,0,0,0,0,37,0,1594734,0,1,28,2,-247028,13756,260784,102,TRUE,0,37
6626,2016-17,Salomón Rondón,FWD,,0,0,8,0,6.5,449,369,1,0,7.9,13,2017-05-12T19:00:00Z,90,4,Chelsea,0,0,0,0,37,0,196957,1,0,59,2,7911,11167,3256,63,TRUE,0,37
6627,2016-17,Salomón Rondón,FWD,,0,0,1,0,0.6,449,338,3,0,3.7,5,2017-05-16T19:00:00Z,70,10,Man City,0,0,0,0,37,0,196957,1,3,31,2,7911,11167,3256,63,FALSE,0,37
6635,2016-17,Sergio Agüero,FWD,,0,0,-1,0,0.7,239,364,0,0,0.5,0,2017-05-13T11:30:00Z,13,8,Leicester,0,0,0,0,37,0,791431,1,2,4,0,-80566,4614,85180,127,TRUE,1,37
6636,2016-17,Sergio Agüero,FWD,,1,1,32,0,34.5,239,338,1,0,9.5,27.4,2017-05-16T19:00:00Z,90,19,West Brom,0,0,0,0,37,0,791431,1,3,33,6,-80566,4614,85180,127,TRUE,0,37
6639,2016-17,Shane Long,FWD,,1,0,8,0,33.2,313,365,1,0,8,20.4,2017-05-13T14:00:00Z,86,12,Middlesbrough,0,1,0,0,37,0,138456,2,1,26,3,-390,2101,2491,61,FALSE,0,37
6640,2016-17,Shane Long,FWD,,0,0,0,0,0,313,279,0,0,0,0,2017-05-17T18:45:00Z,0,11,Man Utd,0,0,0,0,37,0,138456,0,0,0,0,-390,2101,2491,61,TRUE,0,37
6656,2016-17,Troy Deeney,FWD,,0,0,4,0,32.3,425,363,1,0,6,13.4,2017-05-12T18:45:00Z,90,6,Everton,0,0,0,0,37,0,241805,0,1,14,2,-4634,10116,14750,67,FALSE,0,37
6657,2016-17,Troy Deeney,FWD,,0,0,-1,0,0,425,273,0,0,0,0,2017-05-15T19:00:00Z,1,4,Chelsea,0,0,0,0,37,0,241805,3,4,0,0,-4634,10116,14750,67,FALSE,1,37
6691,2016-17,Andre Gray,FWD,,1,0,16,0,22.8,68,372,2,0,5.2,13.4,2017-05-21T14:00:00Z,77,20,West Ham,0,0,0,0,38,0,179565,2,1,16,5,-2899,3105,6004,60,TRUE,0,38
6693,2016-17,Andy Carroll,FWD,,0,0,0,0,0,468,372,0,0,0,0,2017-05-21T14:00:00Z,0,3,Burnley,0,0,0,0,38,0,89235,2,1,0,0,-3945,133,4078,59,FALSE,0,38
6696,2016-17,Anthony Martial,FWD,,0,0,5,0,1.6,267,377,0,0,1.2,6.2,2017-05-21T14:00:00Z,44,5,Crystal Palace,0,0,0,0,38,0,112237,0,2,4,1,-115,1516,1631,92,TRUE,0,38
6698,2016-17,Ashley Barnes,FWD,,0,0,2,0,0.1,70,372,0,0,0,0,2017-05-21T14:00:00Z,13,20,West Ham,0,0,0,0,38,0,195626,2,1,0,1,7576,19678,12102,46,TRUE,0,38
6699,2016-17,Ashley Fletcher,FWD,,0,0,5,0,0.3,535,372,0,0,0.5,2.8,2017-05-21T14:00:00Z,7,3,Burnley,0,0,0,0,38,0,6808,2,1,2,1,64,161,97,50,FALSE,0,38
6711,2016-17,Callum Wilson,FWD,,0,0,0,0,0,49,375,0,0,0,0,2017-05-21T14:00:00Z,0,8,Leicester,0,0,0,0,38,0,51578,1,1,0,0,-273,71,344,60,FALSE,0,38
6714,2016-17,Charlie Austin,FWD,,0,0,3,0,5.8,314,378,1,0,2.8,5.2,2017-05-21T14:00:00Z,64,14,Stoke,0,0,0,0,38,0,80920,1,0,17,2,1165,1488,323,63,TRUE,0,38
6716,2016-17,Christian Benteke,FWD,,0,0,4,0,5.3,213,377,2,0,3.7,0,2017-05-21T14:00:00Z,90,11,Man Utd,0,0,0,0,38,0,427981,0,2,34,2,-29,32541,32570,72,FALSE,0,38
6723,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,377,0,0,0,0,2017-05-21T14:00:00Z,0,11,Man Utd,0,0,0,0,38,0,11926,0,2,0,0,-7,27,34,55,FALSE,0,38
6730,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,376,0,0,0,0,2017-05-21T14:00:00Z,0,12,Middlesbrough,0,0,0,0,38,0,10069,0,3,0,0,19,57,38,54,TRUE,0,38
