,season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
69793,2020-21,Kenneth Zohore,FWD,West Brom,0,0,0,0,0,416,320,0,0,0,0,2021-04-25T18:00:00Z,0,2,Aston Villa,0,0,0,0,33,0,2389,2,2,0,0,-4,0,4,48,FALSE,0,33
69809,2020-21,Florin Andone,FWD,Brighton,0,0,0,0,0,64,326,0,0,0,0,2021-04-24T19:00:00Z,0,15,Sheffield Utd,0,0,0,0,33,0,5243,0,1,0,0,-9,60,69,48,FALSE,0,33
69824,2020-21,Callum Wilson,FWD,Newcastle,0,0,-6,0,0.5,506,324,0,0,2,0,2021-04-24T11:30:00Z,30,11,Liverpool,0,0,0,0,33,0,466982,1,1,19,1,2406,13540,11134,65,FALSE,0,33
69826,2020-21,Chris Wood,FWD,Burnley,1,3,92,1,23.8,91,328,0,3,27.9,133.8,2021-04-25T11:00:00Z,90,20,Wolves,0,0,0,0,33,0,157691,4,0,121,20,5204,17119,11915,63,FALSE,0,33
69829,2020-21,Joe Gelhardt,FWD,Leeds,0,0,0,0,0,667,322,0,0,0,0,2021-04-25T13:00:00Z,0,13,Man Utd,0,0,0,0,33,0,1500,0,0,0,0,-78,104,182,45,TRUE,0,33
69834,2020-21,Lewis Richardson,FWD,Burnley,0,0,0,0,0,592,328,0,0,0,0,2021-04-25T11:00:00Z,0,20,Wolves,0,0,0,0,33,0,11226,4,0,0,0,-193,256,449,45,FALSE,0,33
69838,2020-21,Andi Zeqiri,FWD,Brighton,0,0,0,0,0,574,326,0,0,0,0,2021-04-24T19:00:00Z,0,15,Sheffield Utd,0,0,0,0,33,0,7003,0,1,0,0,-77,191,268,50,FALSE,0,33
69867,2020-21,Hal Robson-Kanu,FWD,West Brom,0,0,0,0,0,408,320,0,0,0,0,2021-04-25T18:00:00Z,0,2,Aston Villa,0,0,0,0,33,0,7259,2,2,0,0,-40,134,174,52,FALSE,0,33
69883,2020-21,Neal Maupay,FWD,Brighton,0,0,1,0,13.9,68,326,1,0,9.1,12.2,2021-04-24T19:00:00Z,90,15,Sheffield Utd,0,0,0,0,33,0,264162,0,1,65,2,19278,28806,9528,60,FALSE,0,33
69889,2020-21,Léo Bonatini,FWD,Wolves,0,0,0,0,0,463,328,0,0,0,0,2021-04-25T11:00:00Z,0,4,Burnley,0,0,0,0,33,0,9135,4,0,0,0,-15,0,15,48,TRUE,0,33
69905,2020-21,Michail Antonio,FWD,West Ham,0,0,0,0,0,437,327,0,0,0,0,2021-04-24T16:30:00Z,0,5,Chelsea,0,0,0,0,33,0,436125,1,0,0,0,-130576,228,130804,65,TRUE,0,33
69930,2020-21,Cenk Tosun,FWD,Everton,0,0,0,0,0,153,319,0,0,0,0,2021-04-23T19:00:00Z,0,1,Arsenal,0,0,0,0,33,0,2465,1,0,0,0,-10,0,10,60,FALSE,0,33
69933,2020-21,Anthony Martial,FWD,Man Utd,0,0,0,0,0,303,322,0,0,0,0,2021-04-25T13:00:00Z,0,10,Leeds,0,0,0,0,33,0,272144,0,0,0,0,-2392,87,2479,86,FALSE,0,33
69939,2020-21,Ashley Barnes,FWD,Burnley,0,0,0,0,0,87,328,0,0,0,0,2021-04-25T11:00:00Z,0,20,Wolves,0,0,0,0,33,0,16899,4,0,0,0,-510,74,584,60,FALSE,0,33
69948,2020-21,Dwight Gayle,FWD,Newcastle,1,0,13,0,10.3,329,324,0,0,2.9,17,2021-04-24T11:30:00Z,5,11,Liverpool,0,0,0,0,33,0,4445,1,1,2,4,-66,228,294,59,FALSE,0,33
69954,2020-21,Keinan Davis,FWD,Aston Villa,0,0,27,0,1.3,50,320,0,1,9.5,35.2,2021-04-25T18:00:00Z,8,18,West Brom,0,0,0,0,33,0,643668,2,2,58,5,-15917,9491,25408,42,TRUE,0,33
69957,2020-21,Edinson Cavani,FWD,Man Utd,0,0,3,0,11.1,569,322,0,0,1.9,2,2021-04-25T13:00:00Z,4,10,Leeds,0,0,0,0,33,0,374955,0,0,6,1,127670,140228,12558,79,FALSE,0,33
69968,2020-21,Connor Wickham,FWD,Crystal Palace,0,0,0,0,0,136,323,0,0,0,0,2021-04-26T19:00:00Z,0,9,Leicester,0,0,0,0,33,0,45519,1,2,0,0,-928,127,1055,44,FALSE,0,33
69970,2020-21,Ellis Simms,FWD,Everton,0,0,0,0,0,596,319,0,0,0,0,2021-04-23T19:00:00Z,0,1,Arsenal,0,0,0,0,33,0,4265,1,0,0,0,-24,0,24,45,FALSE,0,33
69973,2020-21,Andy Carroll,FWD,Newcastle,0,0,0,0,0,320,324,0,0,0,0,2021-04-24T11:30:00Z,0,11,Liverpool,0,0,0,0,33,0,24341,1,1,0,0,-28,523,551,51,FALSE,0,33
69976,2020-21,Leonardo Campana,FWD,Wolves,0,0,0,0,0,476,328,0,0,0,0,2021-04-25T11:00:00Z,0,4,Burnley,0,0,0,0,33,0,24435,4,0,0,0,-79,173,252,48,TRUE,0,33
69981,2020-21,Jay Rodriguez,FWD,Burnley,0,0,1,0,0.4,86,328,0,0,0.2,0,2021-04-25T11:00:00Z,17,20,Wolves,0,0,0,0,33,0,30114,4,0,3,1,-551,341,892,58,FALSE,0,33
69982,2020-21,Patrick Cutrone,FWD,Wolves,0,0,0,0,0,626,328,0,0,0,0,2021-04-25T11:00:00Z,0,4,Burnley,0,0,0,0,33,0,401,4,0,0,0,-2,0,2,59,TRUE,0,33
70011,2020-21,Billy Sharp,FWD,Sheffield Utd,0,0,0,0,0,343,326,0,0,0,0,2021-04-24T19:00:00Z,0,3,Brighton,0,0,0,0,33,0,11911,0,1,0,0,-117,197,314,55,TRUE,0,33
70018,2020-21,Mbwana Samatta,FWD,Aston Villa,0,0,0,0,0,49,320,0,0,0,0,2021-04-25T18:00:00Z,0,18,West Brom,0,0,0,0,33,0,2763,2,2,0,0,-2,0,2,59,TRUE,0,33
70021,2020-21,Sam Greenwood,FWD,Leeds,0,0,0,0,0,692,322,0,0,0,0,2021-04-25T13:00:00Z,0,13,Man Utd,0,0,0,0,33,0,0,0,0,0,0,0,0,0,45,TRUE,0,33
70023,2020-21,Rodrigo Moreno,FWD,Leeds,0,0,0,0,0,492,322,0,0,0,0,2021-04-25T13:00:00Z,0,13,Man Utd,0,0,0,0,33,0,152022,0,0,0,0,-1655,98,1753,57,TRUE,0,33
70024,2020-21,Divock Origi,FWD,Liverpool,0,0,0,0,0,256,324,0,0,0,0,2021-04-24T11:30:00Z,0,14,Newcastle,0,0,0,0,33,0,47139,1,1,0,0,-384,81,465,51,TRUE,0,33
70026,2020-21,Indiana Vassilev,FWD,Aston Villa,0,0,0,0,0,51,320,0,0,0,0,2021-04-25T18:00:00Z,0,18,West Brom,0,0,0,0,33,0,40701,2,2,0,0,-203,0,203,43,TRUE,0,33
70039,2020-21,Charlie Austin,FWD,West Brom,0,0,0,0,0,415,320,0,0,0,0,2021-04-25T18:00:00Z,0,2,Aston Villa,0,0,0,0,33,0,11548,2,2,0,0,-31,0,31,51,FALSE,0,33
70046,2020-21,Mbaye Diagne,FWD,West Brom,1,0,8,0,6.6,648,320,2,0,1.6,3.8,2021-04-25T18:00:00Z,90,2,Aston Villa,0,0,0,0,33,0,30383,2,2,6,5,-281,2332,2613,60,FALSE,0,33
70056,2020-21,Jordan Hugill,FWD,West Ham,0,0,0,0,0,444,327,0,0,0,0,2021-04-24T16:30:00Z,0,5,Chelsea,0,0,0,0,33,0,481,1,0,0,0,0,0,0,55,TRUE,0,33
70057,2020-21,Moise Kean,FWD,Everton,0,0,0,0,0,169,319,0,0,0,0,2021-04-23T19:00:00Z,0,1,Arsenal,0,0,0,0,33,0,14768,1,0,0,0,-9,0,9,57,FALSE,0,33
70063,2020-21,Wesley Moraes,FWD,Aston Villa,0,0,3,0,0.3,48,320,0,0,2,3,2021-04-25T18:00:00Z,1,18,West Brom,0,0,0,0,33,0,1061,2,2,17,1,-10,34,44,60,TRUE,0,33
70069,2020-21,Ollie Watkins,FWD,Aston Villa,1,0,15,0,26.9,514,320,2,0,11.2,11.4,2021-04-25T18:00:00Z,90,18,West Brom,0,0,0,0,33,0,2226442,2,2,74,5,241740,270432,28692,66,TRUE,0,33
70076,2020-21,Dominic Calvert-Lewin,FWD,Everton,0,0,1,1,2.7,164,319,0,0,1.2,3.2,2021-04-23T19:00:00Z,90,1,Arsenal,0,0,0,0,33,0,2231343,1,0,6,2,-96708,53919,150627,75,FALSE,0,33
70080,2020-21,Michy Batshuayi,FWD,Crystal Palace,0,0,0,0,0,108,323,0,0,0,0,2021-04-26T19:00:00Z,0,9,Leicester,0,0,0,0,33,0,47604,1,2,0,0,99,363,264,57,FALSE,0,33
70084,2020-21,Lys Mousset,FWD,Sheffield Utd,0,0,0,0,0,359,326,0,0,0,0,2021-04-24T19:00:00Z,0,3,Brighton,0,0,0,0,33,0,5575,0,1,0,0,61,209,148,58,TRUE,0,33
70091,2020-21,Joshua King,FWD,Everton,0,0,0,0,0,651,319,0,0,0,0,2021-04-23T19:00:00Z,0,1,Arsenal,0,0,0,0,33,0,6976,1,0,0,0,-83,444,527,51,FALSE,0,33
70114,2020-21,David McGoldrick,FWD,Sheffield Utd,0,3,36,1,4.1,344,326,0,1,9.1,46.6,2021-04-24T19:00:00Z,90,3,Brighton,0,0,0,0,33,0,107189,0,1,40,8,-1126,4598,5724,52,TRUE,1,33
70121,2020-21,Ademipo Odubeko,FWD,West Ham,0,0,0,0,0,638,327,0,0,0,0,2021-04-24T16:30:00Z,0,5,Chelsea,0,0,0,0,33,0,3916,1,0,0,0,189,506,317,45,TRUE,0,33
70125,2020-21,Antwoine Hackford,FWD,Sheffield Utd,0,0,0,0,0,618,326,0,0,0,0,2021-04-24T19:00:00Z,0,3,Brighton,0,0,0,0,33,0,10374,0,1,0,0,-163,647,810,44,TRUE,0,33
70127,2020-21,Richarlison de Andrade,FWD,Everton,1,0,25,1,0.8,166,319,0,0,4.3,17.6,2021-04-23T19:00:00Z,88,1,Arsenal,0,0,0,0,33,0,675399,1,0,25,5,7059,40654,33595,78,FALSE,0,33
70133,2020-21,Oliver McBurnie,FWD,Sheffield Utd,0,0,0,0,0,357,326,0,0,0,0,2021-04-24T19:00:00Z,0,3,Brighton,0,0,0,0,33,0,14620,0,1,0,0,-100,182,282,56,TRUE,0,33
70142,2020-21,Sébastien Haller,FWD,West Ham,0,0,0,0,0,441,327,0,0,0,0,2021-04-24T16:30:00Z,0,5,Chelsea,0,0,0,0,33,0,17512,1,0,0,0,-42,0,42,61,TRUE,0,33
70150,2020-21,Callum Robinson,FWD,West Brom,0,0,5,0,0.3,358,320,1,0,1.4,2.6,2021-04-25T18:00:00Z,66,2,Aston Villa,0,0,0,0,33,0,96274,2,2,11,2,8760,17253,8493,52,FALSE,0,33
70172,2020-21,Max Thompson,FWD,Burnley,0,0,0,0,0,591,330,0,0,0,0,2021-05-03T19:15:00Z,0,19,West Ham,0,0,0,0,34,0,9780,2,1,0,0,-160,138,298,45,TRUE,0,34
70181,2020-21,Jamie Vardy,FWD,Leicester,0,0,2,0,14.3,224,336,1,0,6.9,5.2,2021-04-30T19:00:00Z,90,16,Southampton,0,0,0,0,34,0,1865865,1,1,49,2,-99530,49547,149077,103,FALSE,0,34
70200,2020-21,Tammy Abraham,FWD,Chelsea,0,0,3,0,0,118,331,0,0,0.7,7,2021-05-01T16:30:00Z,14,8,Fulham,0,0,0,0,34,0,165219,0,2,0,1,-220,1117,1337,71,TRUE,0,34
70201,2020-21,Glenn Murray,FWD,Brighton,0,0,0,0,0,53,329,0,0,0,0,2021-05-01T14:00:00Z,0,10,Leeds,0,0,0,0,34,0,6377,0,2,0,0,-6,0,6,48,TRUE,0,34
70205,2020-21,Yoshinori Muto,FWD,Newcastle,0,0,0,0,0,341,335,0,0,0,0,2021-05-02T13:00:00Z,0,1,Arsenal,0,0,0,0,34,0,6867,2,0,0,0,-6,0,6,48,TRUE,0,34
70207,2020-21,Timo Werner,FWD,Chelsea,1,0,19,1,25.9,117,331,0,0,13.3,29,2021-05-01T16:30:00Z,90,8,Fulham,0,0,0,0,34,0,874895,0,2,78,5,6447,20921,14474,92,TRUE,0,34
70208,2020-21,Olivier Giroud,FWD,Chelsea,0,0,0,0,0,103,331,0,0,0,0,2021-05-01T16:30:00Z,0,8,Fulham,0,0,0,0,34,0,97053,0,2,0,0,-1660,702,2362,67,TRUE,0,34
70212,2020-21,Joel Mumbongo,FWD,Burnley,0,0,0,0,0,613,330,0,0,0,0,2021-05-03T19:15:00Z,0,19,West Ham,0,0,0,0,34,0,3025,2,1,0,0,-89,67,156,45,TRUE,0,34
70214,2020-21,Karlan Grant,FWD,West Brom,0,0,0,0,0,582,338,0,0,0,0,2021-05-03T17:00:00Z,0,20,Wolves,0,0,0,0,34,0,2564,1,1,0,0,-14,52,66,56,TRUE,0,34
70216,2020-21,Willian José Da Silva,FWD,Wolves,0,0,0,0,0,642,338,0,0,0,0,2021-05-03T17:00:00Z,0,18,West Brom,0,0,0,0,34,0,33997,1,1,0,0,-6516,1732,8248,68,FALSE,0,34
70224,2020-21,Christian Benteke,FWD,Crystal Palace,0,0,2,0,4.4,132,332,2,0,6.6,14,2021-05-01T11:30:00Z,67,12,Man City,0,0,0,0,34,0,61888,2,0,48,2,-1317,2634,3951,55,TRUE,0,34
70234,2020-21,Bobby Decordova-Reid,FWD,Fulham,0,0,6,0,3.3,181,331,2,0,5.7,8,2021-05-01T16:30:00Z,90,5,Chelsea,0,0,0,0,34,0,46104,0,2,46,2,-1805,579,2384,53,FALSE,0,34
70238,2020-21,Matej Vydra,FWD,Burnley,0,0,9,0,1.5,93,330,2,0,2.7,3.4,2021-05-03T19:15:00Z,60,19,West Ham,0,0,0,0,34,0,132924,2,1,22,2,-5879,5853,11732,48,TRUE,0,34
70244,2020-21,Jordan Ayew,FWD,Crystal Palace,0,0,4,0,0.3,140,332,0,0,0.7,7,2021-05-01T11:30:00Z,8,12,Man City,0,0,0,0,34,0,117478,2,0,0,1,-1205,471,1676,56,TRUE,0,34
70257,2020-21,Danny Welbeck,FWD,Brighton,1,3,38,1,23.9,588,329,0,1,10.9,38.8,2021-05-01T14:00:00Z,89,10,Leeds,0,0,0,0,34,0,63172,0,2,46,12,-11175,3050,14225,55,TRUE,0,34
70264,2020-21,Rhian Brewster,FWD,Sheffield Utd,0,0,3,0,14.3,262,337,1,0,1.8,1,2021-05-02T18:15:00Z,45,17,Spurs,0,0,0,0,34,0,418501,0,4,3,1,-12320,4640,16960,43,FALSE,0,34
70269,2020-21,Cheikh Diaby,FWD,West Brom,0,0,0,0,0,621,338,0,0,0,0,2021-05-03T17:00:00Z,0,20,Wolves,0,0,0,0,34,0,7852,1,1,0,0,-202,297,499,45,TRUE,0,34
70271,2020-21,Patrick Bamford,FWD,Leeds,0,0,4,0,0.8,202,329,1,0,0.3,1.8,2021-05-01T14:00:00Z,58,3,Brighton,0,0,0,0,34,0,3534712,0,2,0,1,-57363,66838,124201,65,FALSE,0,34
70272,2020-21,Jean-Philippe Mateta,FWD,Crystal Palace,0,0,1,0,0.3,641,332,0,0,0,0,2021-05-01T11:30:00Z,22,12,Man City,0,0,0,0,34,0,3066,2,0,0,1,-93,78,171,54,TRUE,0,34
70281,2020-21,Raúl Jiménez,FWD,Wolves,0,0,0,0,0,460,338,0,0,0,0,2021-05-03T17:00:00Z,0,18,West Brom,0,0,0,0,34,0,364957,1,1,0,0,-440,77,517,81,FALSE,0,34
70283,2020-21,Shane Long,FWD,Southampton,0,0,0,0,0,361,336,0,0,0,0,2021-04-30T19:00:00Z,0,9,Leicester,0,0,0,0,34,0,35429,1,1,0,0,-119,0,119,51,TRUE,0,34
70284,2020-21,Kelechi Iheanacho,FWD,Leicester,1,0,9,0,27.7,233,336,1,0,8.4,19.4,2021-04-30T19:00:00Z,90,16,Southampton,0,0,0,0,34,0,2023774,1,1,37,5,289701,299368,9667,62,FALSE,0,34
70293,2020-21,Fabio Silva,FWD,Wolves,0,2,27,0,3.9,504,338,1,1,10.8,41.6,2021-05-03T17:00:00Z,90,18,West Brom,0,0,0,0,34,0,80802,1,1,62,8,-5770,957,6727,52,FALSE,0,34
70304,2020-21,Edward Nketiah,FWD,Arsenal,0,0,0,0,0,22,335,0,0,0,0,2021-05-02T13:00:00Z,0,14,Newcastle,0,0,0,0,34,0,44304,2,0,0,0,-2314,1594,3908,53,FALSE,0,34
70310,2020-21,Alexandre Lacazette,FWD,Arsenal,0,0,0,0,0,6,335,0,0,0,0,2021-05-02T13:00:00Z,0,14,Newcastle,0,0,0,0,34,0,410762,2,0,0,0,-99273,1675,100948,84,FALSE,0,34
70317,2020-21,Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0,6,0,12,340,335,0,0,1.7,5,2021-05-02T13:00:00Z,17,1,Arsenal,0,0,0,0,34,0,35135,2,0,0,1,-2027,1790,3817,57,TRUE,0,34
70318,2020-21,Islam Slimani,FWD,Leicester,0,0,0,0,0,579,336,0,0,0,0,2021-04-30T19:00:00Z,0,16,Southampton,0,0,0,0,34,0,4450,1,1,0,0,-12,0,12,49,FALSE,0,34
70323,2020-21,Albian Ajeti,FWD,West Ham,0,0,0,0,0,447,330,0,0,0,0,2021-05-03T19:15:00Z,0,4,Burnley,0,0,0,0,34,0,502,2,1,0,0,0,0,0,55,FALSE,0,34
70326,2020-21,Aaron Connolly,FWD,Brighton,0,0,0,0,0,78,329,0,0,0,0,2021-05-01T14:00:00Z,0,10,Leeds,0,0,0,0,34,0,22071,0,2,0,0,-64,114,178,52,TRUE,0,34
70330,2020-21,Josh Maja,FWD,Fulham,0,0,10,0,13.8,665,331,2,0,2.5,6.8,2021-05-01T16:30:00Z,80,5,Chelsea,0,0,0,0,34,0,45514,0,2,4,2,-3003,1202,4205,52,FALSE,0,34
70331,2020-21,Dane Scarlett,FWD,Spurs,0,0,0,0,0,666,337,0,0,0,0,2021-05-02T18:15:00Z,0,15,Sheffield Utd,0,0,0,0,34,0,2226,0,4,0,0,-46,102,148,45,TRUE,0,34
70349,2020-21,Carlos Vinicius Alves Morais,FWD,Spurs,0,0,0,0,0,564,337,0,0,0,0,2021-05-02T18:15:00Z,0,15,Sheffield Utd,0,0,0,0,34,0,8455,0,4,0,0,-369,197,566,69,TRUE,0,34
70350,2020-21,Harry Kane,FWD,Spurs,0,0,8,1,34.2,388,337,0,0,10.5,7.2,2021-05-02T18:15:00Z,90,15,Sheffield Utd,0,0,0,0,34,0,3893689,0,4,64,2,275930,303492,27562,118,TRUE,0,34
70354,2020-21,Niall Huggins,FWD,Leeds,0,0,0,0,0,619,329,0,0,0,0,2021-05-01T14:00:00Z,0,3,Brighton,0,0,0,0,34,0,5273,0,2,0,0,-63,155,218,45,FALSE,0,34
70357,2020-21,Kenneth Zohore,FWD,West Brom,0,0,0,0,0,416,338,0,0,0,0,2021-05-03T17:00:00Z,0,20,Wolves,0,0,0,0,34,0,2385,1,1,0,0,-4,0,4,48,TRUE,0,34
70362,2020-21,Gabriel Fernando de Jesus,FWD,Man City,0,0,2,1,24.4,282,332,0,0,9.3,6.2,2021-05-01T11:30:00Z,90,6,Crystal Palace,0,0,0,0,34,0,226652,2,0,62,2,1812,13176,11364,92,FALSE,0,34
70382,2020-21,Florin Andone,FWD,Brighton,0,0,0,0,0,64,329,0,0,0,0,2021-05-01T14:00:00Z,0,10,Leeds,0,0,0,0,34,0,5235,0,2,0,0,-12,71,83,48,TRUE,0,34
70397,2020-21,Callum Wilson,FWD,Newcastle,0,0,2,0,1.2,506,335,2,0,0.5,0,2021-05-02T13:00:00Z,90,1,Arsenal,0,0,0,0,34,0,463737,2,0,4,2,-3432,8994,12426,65,TRUE,0,34
70399,2020-21,Chris Wood,FWD,Burnley,0,0,27,0,4.5,91,330,2,1,6.5,33.2,2021-05-03T19:15:00Z,85,19,West Ham,0,0,0,0,34,0,258080,2,1,27,6,97851,104374,6523,63,TRUE,0,34
70404,2020-21,Joe Gelhardt,FWD,Leeds,0,0,0,0,0,667,329,0,0,0,0,2021-05-01T14:00:00Z,0,3,Brighton,0,0,0,0,34,0,1527,0,2,0,0,-14,92,106,45,FALSE,0,34
70408,2020-21,Lewis Richardson,FWD,Burnley,0,0,0,0,0,592,330,0,0,0,0,2021-05-03T19:15:00Z,0,19,West Ham,0,0,0,0,34,0,11174,2,1,0,0,-130,173,303,45,TRUE,0,34
70413,2020-21,Andi Zeqiri,FWD,Brighton,0,0,0,0,0,574,329,0,0,0,0,2021-05-01T14:00:00Z,0,10,Leeds,0,0,0,0,34,0,6903,0,2,0,0,-123,145,268,50,TRUE,0,34
70414,2020-21,Michael Obafemi,FWD,Southampton,0,0,0,0,0,381,336,0,0,0,0,2021-04-30T19:00:00Z,0,9,Leicester,0,0,0,0,34,0,54626,1,1,0,0,-182,78,260,46,TRUE,0,34
70428,2020-21,Sergio Agüero,FWD,Man City,0,2,36,1,18.8,268,332,0,1,12.8,41.6,2021-05-01T11:30:00Z,90,6,Crystal Palace,0,0,0,0,34,0,96516,2,0,68,8,656,1756,1100,103,FALSE,0,34
70447,2020-21,Hal Robson-Kanu,FWD,West Brom,0,0,0,0,0,408,338,0,0,0,0,2021-05-03T17:00:00Z,0,20,Wolves,0,0,0,0,34,0,7204,1,1,0,0,-67,97,164,52,TRUE,0,34
70466,2020-21,Neal Maupay,FWD,Brighton,0,0,2,1,13,68,329,0,0,2.4,0.8,2021-05-01T14:00:00Z,90,10,Leeds,0,0,0,0,34,0,242801,0,2,10,2,-20123,3607,23730,60,TRUE,0,34
70473,2020-21,Léo Bonatini,FWD,Wolves,0,0,0,0,0,463,338,0,0,0,0,2021-05-03T17:00:00Z,0,18,West Brom,0,0,0,0,34,0,9124,1,1,0,0,-12,0,12,48,FALSE,0,34
70480,2020-21,Liam Delap,FWD,Man City,0,0,0,0,0,539,332,0,0,0,0,2021-05-01T11:30:00Z,0,6,Crystal Palace,0,0,0,0,34,0,71591,2,0,0,0,-859,779,1638,43,FALSE,0,34
70490,2020-21,Michail Antonio,FWD,West Ham,0,3,54,0,24.6,437,330,1,2,18.4,63.2,2021-05-03T19:15:00Z,90,4,Burnley,0,0,0,0,34,0,388328,2,1,96,13,-50999,134,51133,64,FALSE,0,34
70516,2020-21,Cenk Tosun,FWD,Everton,0,0,0,0,0,153,333,0,0,0,0,2021-05-01T19:00:00Z,0,2,Aston Villa,0,0,0,0,34,0,2455,2,1,0,0,-11,0,11,60,TRUE,0,34
70518,2020-21,Aleksandar Mitrović,FWD,Fulham,0,0,3,0,1.7,184,331,0,0,0.6,0.2,2021-05-01T16:30:00Z,9,5,Chelsea,0,0,0,0,34,0,273569,0,2,4,1,-2658,761,3419,55,FALSE,0,34
70528,2020-21,Ashley Barnes,FWD,Burnley,0,0,2,0,0,87,330,0,0,0.2,0.2,2021-05-03T19:15:00Z,4,19,West Ham,0,0,0,0,34,0,16978,2,1,2,1,-9,359,368,60,TRUE,0,34
70538,2020-21,Dwight Gayle,FWD,Newcastle,0,0,3,0,0,329,335,0,0,0,0,2021-05-02T13:00:00Z,6,1,Arsenal,0,0,0,0,34,0,4340,2,0,0,1,-130,146,276,59,TRUE,0,34
70548,2020-21,Keinan Davis,FWD,Aston Villa,0,0,2,0,0,50,333,0,0,0.1,1,2021-05-01T19:00:00Z,1,7,Everton,0,0,0,0,34,0,638208,2,1,0,1,-5890,10552,16442,42,FALSE,0,34
70561,2020-21,Daniel N'Lundulu,FWD,Southampton,0,0,3,0,0,590,336,0,0,0,0,2021-04-30T19:00:00Z,1,9,Leicester,0,0,0,0,34,0,17276,1,1,0,1,-437,250,687,45,TRUE,0,34
70564,2020-21,Connor Wickham,FWD,Crystal Palace,0,0,0,0,0,136,332,0,0,0,0,2021-05-01T11:30:00Z,0,12,Man City,0,0,0,0,34,0,44950,2,0,0,0,-615,258,873,44,TRUE,0,34
70566,2020-21,Ellis Simms,FWD,Everton,0,0,0,0,0,596,333,0,0,0,0,2021-05-01T19:00:00Z,0,2,Aston Villa,0,0,0,0,34,0,4229,2,1,0,0,-36,0,36,45,TRUE,0,34
70571,2020-21,Andy Carroll,FWD,Newcastle,0,0,0,0,0,320,335,0,0,0,0,2021-05-02T13:00:00Z,0,1,Arsenal,0,0,0,0,34,0,23970,2,0,0,0,-387,188,575,51,TRUE,0,34
70574,2020-21,Leonardo Campana,FWD,Wolves,0,0,0,0,0,476,338,0,0,0,0,2021-05-03T17:00:00Z,0,18,West Brom,0,0,0,0,34,0,24415,1,1,0,0,-79,134,213,47,FALSE,0,34
70578,2020-21,Jay Rodriguez,FWD,Burnley,0,0,-4,0,0.3,86,330,0,0,5.1,1,2021-05-03T19:15:00Z,29,19,West Ham,0,0,0,0,34,0,29353,2,1,50,1,-835,193,1028,57,TRUE,0,34
70579,2020-21,Patrick Cutrone,FWD,Wolves,0,0,0,0,0,626,338,0,0,0,0,2021-05-03T17:00:00Z,0,18,West Brom,0,0,0,0,34,0,401,1,1,0,0,-1,0,1,59,FALSE,0,34
70616,2020-21,Billy Sharp,FWD,Sheffield Utd,0,0,0,0,0,343,337,0,0,0,0,2021-05-02T18:15:00Z,0,17,Spurs,0,0,0,0,34,0,11738,0,4,0,0,-184,120,304,55,FALSE,0,34
70623,2020-21,Mbwana Samatta,FWD,Aston Villa,0,0,0,0,0,49,333,0,0,0,0,2021-05-01T19:00:00Z,0,7,Everton,0,0,0,0,34,0,2762,2,1,0,0,-1,0,1,59,FALSE,0,34
70625,2020-21,Sam Greenwood,FWD,Leeds,0,0,0,0,0,692,329,0,0,0,0,2021-05-01T14:00:00Z,0,3,Brighton,0,0,0,0,34,0,285,0,2,0,0,169,204,35,45,FALSE,0,34
70627,2020-21,Rodrigo Moreno,FWD,Leeds,0,0,1,0,0.2,492,329,1,0,2.1,0,2021-05-01T14:00:00Z,31,3,Brighton,0,0,0,0,34,0,151362,0,2,22,1,-799,357,1156,57,FALSE,0,34
70630,2020-21,Indiana Vassilev,FWD,Aston Villa,0,0,0,0,0,51,333,0,0,0,0,2021-05-01T19:00:00Z,0,7,Everton,0,0,0,0,34,0,40544,2,1,0,0,-171,0,171,43,FALSE,0,34
70646,2020-21,Charlie Austin,FWD,West Brom,0,0,0,0,0,415,338,0,0,0,0,2021-05-03T17:00:00Z,0,20,Wolves,0,0,0,0,34,0,11528,1,1,0,0,-22,0,22,51,TRUE,0,34
70651,2020-21,Mbaye Diagne,FWD,West Brom,0,2,27,0,11.8,648,338,1,1,10.6,37.4,2021-05-03T17:00:00Z,90,20,Wolves,0,0,0,0,34,0,30726,1,1,57,8,192,2948,2756,60,TRUE,0,34
70661,2020-21,Jordan Hugill,FWD,West Ham,0,0,0,0,0,444,330,0,0,0,0,2021-05-03T19:15:00Z,0,4,Burnley,0,0,0,0,34,0,481,2,1,0,0,0,0,0,55,FALSE,0,34
70662,2020-21,Moise Kean,FWD,Everton,0,0,0,0,0,169,333,0,0,0,0,2021-05-01T19:00:00Z,0,2,Aston Villa,0,0,0,0,34,0,14757,2,1,0,0,-13,0,13,57,TRUE,0,34
70668,2020-21,Wesley Moraes,FWD,Aston Villa,0,0,0,0,0,48,333,0,0,0,0,2021-05-01T19:00:00Z,0,7,Everton,0,0,0,0,34,0,1202,2,1,0,0,98,146,48,60,FALSE,0,34
70675,2020-21,Ollie Watkins,FWD,Aston Villa,0,2,26,0,5,514,333,1,1,14.7,40.4,2021-05-01T19:00:00Z,90,7,Everton,0,0,0,0,34,0,2086428,2,1,102,8,-126132,34439,160571,66,FALSE,0,34
